#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
270410	3276	84966	109512	124396	-	RP11-121A23.1	PRMT1	IGSF21	ANM1|HCP1|HRMT1L2|IR1B4	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q99873	A0A087X1W2|B4DJ87|H7C2I1	NP_001193971|NP_938074|NP_001527	Q96ID5	-	NP_116269	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270411	3312	4071	109544	110249	-	-	HSPA8	TM4SF1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	H-L6|L6|M3S1|TAAL6	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P11142	V9HW22|Q53HF2	NP_694881|NP_006588	P30408	-	NP_055035	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270412	3315	84966	109547	124396	-	RP11-121A23.1	HSPB1	IGSF21	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P04792	V9HW43	NP_001531	Q96ID5	-	NP_116269	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270413	3315	5464	109547	111460	-	RP11-367H5.1	HSPB1	PPA1	CMT2F|HEL-S-102|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	HEL-S-66p|IOPPP|PP|PP1|SID6-8061	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P04792	V9HW43	NP_001531	Q15181	V9HWB5	NP_066952	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270414	8988	8424	114470	114008	-	-	HSPB3	BBOX1	DHMN2C|HMN2C|HSPL27	BBH|BBOX|G-BBH|gamma-BBH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q12988	Q6ICS9	NP_006299	O75936	-	NP_003977	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270415	8988	8899	114470	114416	-	RP5-1013A10.2	HSPB3	PRPF4B	DHMN2C|HMN2C|HSPL27	PR4H|PRP4|PRP4H|PRP4K|dJ1013A10.1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q12988	Q6ICS9	NP_006299	Q13523	A0A024QZY5	NP_003904	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270416	8988	55791	114470	120905	-	RP11-96K19.1	HSPB3	LRIF1	DHMN2C|HMN2C|HSPL27	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q12988	Q6ICS9	NP_006299	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270417	8988	9869	114470	115202	-	RP11-316M1.1	HSPB3	SETDB1	DHMN2C|HMN2C|HSPL27	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q12988	Q6ICS9	NP_006299	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270418	8988	23140	114470	116757	-	-	HSPB3	ZZEF1	DHMN2C|HMN2C|HSPL27	ZZZ4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q12988	Q6ICS9	NP_006299	O43149	-	NP_055928	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270419	23640	3312	117168	109544	PP1845	-	HSPBP1	HSPA8	FES1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NZL4	-	NP_036399|NP_001284529|NP_001123578	P11142	V9HW22|Q53HF2	NP_694881|NP_006588	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270420	23640	55791	117168	120905	PP1845	RP11-96K19.1	HSPBP1	LRIF1	FES1	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NZL4	-	NP_036399|NP_001284529|NP_001123578	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270421	29070	28964	118843	118789	HSPC065	-	CCDC113	GIT1	-	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H0I3	-	NP_054876|NP_001135774	Q9Y2X7	Q59FC3	NP_054749|NP_001078923	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270422	29070	9001	118843	114480	HSPC065	-	CCDC113	HAP1	-	HAP2|HIP5|HLP|hHLP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H0I3	-	NP_054876|NP_001135774	P54257	-	NP_817084|NP_001073340|NP_001073339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270423	29070	10989	118843	116185	HSPC065	PIG4	CCDC113	IMMT	-	HMP|MINOS2|P87|P87/89|P89|PIG52	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H0I3	-	NP_054876|NP_001135774	Q16891	-	NP_001093640|NP_006830|NP_001093639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270424	29070	5217	118843	111238	HSPC065	-	CCDC113	PFN2	-	D3S1319E|PFL	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9H0I3	-	NP_054876|NP_001135774	P35080	-	NP_002619|NP_444252	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270425	3320	3320	109552	109552	-	-	HSP90AA1	HSP90AA1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270426	3336	2634	109568	108904	-	-	HSPE1	GBP2	CPN10|EPF|GROES|HSP10	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P61604	-	NP_002148	P32456	Q8TCE5	NP_004111	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270427	29903	10980	118952	116176	-	-	CCDC106	COPS6	HSU79303|ZNF581	CSN6|MOV34-34KD	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q7L5N1	-	NP_006824	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270428	29903	10524	118952	115779	-	-	CCDC106	KAT5	HSU79303|ZNF581	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270429	29903	55791	118952	120905	-	RP11-96K19.1	CCDC106	LRIF1	HSU79303|ZNF581	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270430	29903	10813	118952	116026	-	RP4-537K23.16-001	CCDC106	UTP14A	HSU79303|ZNF581	NYCO16|SDCCAG16|dJ537K23.3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q9BVJ6	-	NP_006640|NP_001159693	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270431	29903	9869	118952	115202	-	RP11-316M1.1	CCDC106	SETDB1	HSU79303|ZNF581	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270432	29903	7157	118952	113010	-	-	CCDC106	TP53	HSU79303|ZNF581	BCC7|LFS1|P53|TRP53	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BWC9	-	NP_037433	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270433	3417	11244	109643	116406	-	-	IDH1	ZHX1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O75874	V9HWJ2	NP_001269315|NP_001269316|NP_005887	Q9UKY1	A0A024R9F1	NP_009153|NP_001017926	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270434	3486	2975	109707	109230	tcag7.703	-	IGFBP3	GTF3C1	BP-53|IBP3	TFIIIC|TFIIIC220|TFIIICalpha	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P17936	B3KPF0	NP_000589|NP_001013416	Q12789	-	NP_001511|NP_001273171	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270435	3550	5217	109766	111238	-	-	IK	PFN2	CSA2|RED	D3S1319E|PFL	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q13123	Q9UK43|Q95HA6	NP_006074	P35080	-	NP_002619|NP_444252	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270436	3609	2661	109822	108930	-	-	ILF3	GDF9	CBTF|DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF110|NF110b|NF90|NF90a|NF90b|NFAR|NFAR-1|NFAR2|TCP110|TCP80	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q12906	A0A024R7C7	NP_036350|NP_703194|NP_001131145|NP_004507|NP_060090	O60383	B4DXG3	NP_001275753|NP_001275754|NP_001275755|NP_001275756|NP_001275757|NP_005251	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270437	3692	116983	109898	125546	RP4-614O4.1	-	EIF6	ACAP3	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	CENTB5	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q96P50	Q8WTZ1	NP_085152	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270438	3692	78987	109898	122458	RP4-614O4.1	UNQ188/PRO214	EIF6	CRELD1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	AVSD2|CIRRIN	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q96HD1	A0A024R2G1	NP_001026887|NP_001070883|NP_056328	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270439	3692	65991	109898	122440	RP4-614O4.1	GS1-273L24.1	EIF6	FUNDC2	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	DC44|HCBP6|HCC3|PD03104	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q9BWH2	-	NP_076423	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270440	3692	5160	109898	111186	RP4-614O4.1	RP11-723P2.1	EIF6	PDHA1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	PDHA|PDHAD|PDHCE1A|PHE1A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	P08559	A0A024RBX9	NP_001166926|NP_001166927|NP_001166925|NP_000275	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270441	3692	55791	109898	120905	RP4-614O4.1	RP11-96K19.1	EIF6	LRIF1	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270442	3692	6128	109898	112048	RP4-614O4.1	-	EIF6	RPL6	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	L6|SHUJUN-2|TAXREB107|TXREB1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q02878	Q8TBK5|A0A024RBK3	NP_001307071|NP_001307070|NP_001307066|NP_001307067|NP_001307068|NP_001307069|NP_000961|NP_001019833	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270443	3692	65109	109898	122396	RP4-614O4.1	-	EIF6	UPF3B	CAB|EIF3A|ITGB4BP|b(2)gcn|eIF-6|p27(BBP)|p27BBP	HUPF3B|MRX62|MRXS14|RENT3B|UPF3X	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P56537	-	NP_001254739|NP_002203|NP_852133|NP_852131	Q9BZI7	-	NP_075386|NP_542199	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270444	6453	55052	112351	120374	-	hCG_20417	ITSN1	MRPL20	ITSN|SH3D1A|SH3P17	L20mt|MRP-L20	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q15811	Q6PD56	NP_001317939|NP_001317938|NP_001317937|NP_001001132|NP_003015|NP_001317940|NP_001317941	Q9BYC9	-	NP_060441|NP_001305414	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270445	6453	27131	112351	118022	-	RP11-504H3.2	ITSN1	SNX5	ITSN|SH3D1A|SH3P17	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q15811	Q6PD56	NP_001317939|NP_001317938|NP_001317937|NP_001001132|NP_003015|NP_001317940|NP_001317941	Q9Y5X3	Q6P5V6	NP_001269383|NP_055241|NP_689413	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270446	50618	56647	119098	121161	-	-	ITSN2	BCCIP	PRO2015|SH3D1B|SH3P18|SWA|SWAP	TOK-1|TOK1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NZM3	A6H8W8	NP_001335111|NP_001335110|NP_001335113|NP_001335112|NP_001335115|NP_001335114|NP_062541|NP_671494|NP_006268	Q9P287	-	NP_057651|NP_510868|NP_510869	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270447	50618	5764	119098	111731	-	-	ITSN2	PTN	PRO2015|SH3D1B|SH3P18|SWA|SWAP	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NZM3	A6H8W8	NP_001335111|NP_001335110|NP_001335113|NP_001335112|NP_001335115|NP_001335114|NP_062541|NP_671494|NP_006268	P21246	A0A024R778	NP_002816	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270448	50618	10607	119098	115853	-	-	ITSN2	TBL3	PRO2015|SH3D1B|SH3P18|SWA|SWAP	SAZD|UTP13	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9NZM3	A6H8W8	NP_001335111|NP_001335110|NP_001335113|NP_001335112|NP_001335115|NP_001335114|NP_062541|NP_671494|NP_006268	Q12788	-	NP_006444	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270449	10625	1107	115869	107532	RP4-635A23.5	-	IVNS1ABP	CHD3	FLARA3|HSPC068|KLHL39|ND1|NS-1|NS1-BP|NS1BP	Mi-2a|Mi2-ALPHA|ZFH	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9Y6Y0	-	NP_006460	Q12873	B3KWV4|Q2TAZ1	NP_005843|NP_001005273|NP_001005271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270450	10625	5217	115869	111238	RP4-635A23.5	-	IVNS1ABP	PFN2	FLARA3|HSPC068|KLHL39|ND1|NS-1|NS1-BP|NS1BP	D3S1319E|PFL	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9Y6Y0	-	NP_006460	P35080	-	NP_002619|NP_444252	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270451	79047	5972	122506	111904	-	-	KCTD15	REN	-	HNFJ2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q96SI1	-	NP_076981|NP_001123466|NP_001123467	P00797	-	NP_000528	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270452	23199	84060	116808	123855	-	-	GSE1	RBM48	KIAA0182	C7orf64|DKFZP564O0523|HSPC304	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14687	-	NP_001127945|NP_055430|NP_001265113	Q5RL73	-	NP_115496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270453	23199	2547	116808	108822	-	CTA-216E10.7	GSE1	XRCC6	KIAA0182	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14687	-	NP_001127945|NP_055430|NP_001265113	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270454	57489	57562	121557	121617	RP5-977L11.1	-	ODF2L	KIAA1377	dJ977L11.1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9ULJ1	-	NP_001171694|NP_001171695|NP_001007023|NP_065780	Q9P2H0	-	NP_065853	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270455	23286	79577	116884	122724	-	-	WWC1	CDC73	HBEBP3|HBEBP36|KIBRA|MEMRYQTL|PPP1R168	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q8IX03	-	NP_001155134|NP_001155133|NP_056053	Q6P1J9	-	NP_078805	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270456	23286	55791	116884	120905	-	RP11-96K19.1	WWC1	LRIF1	HBEBP3|HBEBP36|KIBRA|MEMRYQTL|PPP1R168	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q8IX03	-	NP_001155134|NP_001155133|NP_056053	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270457	23095	1915	116723	108237	RP4-736L20.1	RP11-505P4.2	KIF1B	EEF1A1	CMT2|CMT2A|CMT2A1|HMSNII|KLP|NBLST1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O60333	-	NP_001352880|NP_001352881|NP_001352882|NP_055889|NP_904325	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270458	3835	2661	110033	108930	-	-	KIF22	GDF9	A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14807	A0A024R632|B7Z9T5	NP_001243199|NP_015556|NP_001243198	O60383	B4DXG3	NP_001275753|NP_001275754|NP_001275755|NP_001275756|NP_001275757|NP_005251	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270459	3835	10989	110033	116185	-	PIG4	KIF22	IMMT	A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2	HMP|MINOS2|P87|P87/89|P89|PIG52	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14807	A0A024R632|B7Z9T5	NP_001243199|NP_015556|NP_001243198	Q16891	-	NP_001093640|NP_006830|NP_001093639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270460	3835	64219	110033	122109	-	RP13-55H22.1	KIF22	PJA1	A-328A3.2|KID|KNSL4|OBP|OBP-1|OBP-2|SEMDJL2	PRAJA1|RNF70	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q14807	A0A024R632|B7Z9T5	NP_001243199|NP_015556|NP_001243198	Q8NG27	-	NP_001369705|NP_001369704|NP_660095|NP_001027568|NP_071763	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270461	10403	10040	115675	115352	-	-	NDC80	TOM1L1	HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80	OK/KNS-CL.3|SRCASM	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	O14777	A8K031	NP_006092	O75674	B7Z9E2	NP_001308102|NP_001308103|NP_005477|NP_001308104|NP_001308105	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270462	219541	1633	128553	108001	-	-	MED19	DCK	DT2P1G7|LCMR1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	A0JLT2	-	NP_001304007|NP_703151	P27707	F5CTF3	NP_000779	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270463	64129	10813	122078	116026	PP6614	RP4-537K23.16-001	TINAGL1	UTP14A	ARG1|LCN7|LIECG3|TINAGRP	NYCO16|SDCCAG16|dJ537K23.3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9GZM7	F6SDV2	NP_001191344|NP_071447|NP_001191343	Q9BVJ6	-	NP_006640|NP_001159693	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270464	3953	5300	110144	111317	-	-	LEPR	PIN1	CD295|LEP-R|LEPRD|OB-R|OBR	DOD|UBL5	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	P48357	Q4G138	NP_002294|NP_001185617|NP_001185616|NP_001003679|NP_001003680|NP_001185618	Q13526	-	NP_006212	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270465	339448	1937	130884	108257	RP13-531C17.2	PRO1608	C1orf174	EEF1G	-	EF1G|GIG35	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q8IYL3	-	NP_997239	P26641	Q53YD7	NP_001395	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270466	339448	10524	130884	115779	RP13-531C17.2	-	C1orf174	KAT5	-	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q8IYL3	-	NP_997239	Q92993	A0A024R597|A0A024R5E8	NP_006379|NP_001193762|NP_874368|NP_874369	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270467	51236	55937	119398	121006	-	DADB-127H9.5	HGH1	APOM	BRP16|BRP16L|C8orf30A|C8orf30B|FAM203A|FAM203B	G3a|HSPC336|NG20|apo-M	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BTY7	Q96BK8	NP_057542	O95445	-	NP_001243098|NP_061974	-	-	-	-	-	-	Homo sapiens	Homo sapiens
270468	51236	9737	119398	115086	-	RP4-769N13.1	HGH1	GPRASP1	BRP16|BRP16L|C8orf30A|C8orf30B|FAM203A|FAM203B	GASP|GASP-1|GASP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	2.0	-	-	-	BIOGRID	Q9BTY7	Q96BK8	NP_057542	Q5JY77	-	NP_001092881|NP_055525|NP_001092880|NP_001171656	-	-	-	-	-	-	Homo sapiens	Homo sapiens
